epoch,lr,train_loss,val_loss,test_loss,step
0,0.0006031899829395115,119.42645263671875,0.9309762120246887,0.6906759142875671,8616
1,0.000699999975040555,0.26361334323883057,0.07015550881624222,,17233
2,0.000699999975040555,0.22056806087493896,0.04819867014884949,,25850
3,0.000699999975040555,0.06107548624277115,0.04140686243772507,,34467
4,0.000699999975040555,0.02550678700208664,0.02239309623837471,,43084
5,0.000699999975040555,0.03870135918259621,0.01533116027712822,,51701
6,0.000699999975040555,0.027722809463739395,0.017976636067032814,,60318
7,0.000699999975040555,0.019844844937324524,0.008550500497221947,,68935
8,0.000699999975040555,0.00934217032045126,0.006455215625464916,,77552
9,0.000699999975040555,0.012635961174964905,0.0061237746849656105,,86169
10,0.000699999975040555,0.005814928561449051,0.006424833554774523,0.06338393688201904,94786
11,0.000699999975040555,0.004955804906785488,0.02449078857898712,,103403
12,0.000699999975040555,0.010132845491170883,0.01716819405555725,,112020
13,0.000699999975040555,0.004074627533555031,0.002775331726297736,,120637
14,0.000699999975040555,0.006939847022294998,0.0024441422428935766,,129254
15,0.000699999975040555,0.0034157929476350546,0.002965468680486083,,137871
16,0.000699999975040555,0.003136552171781659,0.0042756227776408195,,146488
17,0.000699999975040555,0.0028942450881004333,0.0016800438752397895,,155105
18,0.000699999975040555,0.0041524991393089294,0.0018285830738022923,,163722
19,0.000699999975040555,0.0025541107170283794,0.0022010381799191236,,172339
20,0.000699999975040555,0.002427356783300638,0.002518976107239723,0.037477754056453705,180956
21,0.000699999975040555,0.002302346285432577,0.0015007221372798085,,189573
22,0.000699999975040555,0.002186724916100502,0.0015403593424707651,,198190
23,0.000699999975040555,0.002073734998703003,0.0018975504208356142,,206807
24,0.000699999975040555,0.00407275278121233,0.0012866348261013627,,215424
25,0.000699999975040555,0.0019356596749275923,0.0013593395706266165,,224041
26,0.000699999975040555,0.0018728863215073943,0.0018503841711208224,,232658
27,0.000699999975040555,0.002831520978361368,0.0011361283250153065,,241275
28,0.000699999975040555,0.0017370071727782488,0.0046979947946965694,,249892
29,0.000699999975040555,0.0016768982168287039,0.0010450147092342377,,258509
30,0.000699999975040555,0.0016138155478984118,0.002196093089878559,0.03702441230416298,267126
31,0.000699999975040555,0.001573757966980338,0.0023067183792591095,,275743
32,0.000699999975040555,0.0015238530468195677,0.001007024198770523,,284360
33,0.000699999975040555,0.002744631376117468,0.00130893022287637,,292977
34,0.000699999975040555,0.001455217832699418,0.0024593034759163857,,301594
35,0.000699999975040555,0.001408380689099431,0.005641506519168615,,310211
36,0.000699999975040555,0.0013750606449320912,0.0016323619056493044,,318828
37,0.000699999975040555,0.0013279594713822007,0.0017156339017674327,,327445
38,0.000699999975040555,0.00143844832200557,0.0009026324260048568,,336062
39,0.000699999975040555,0.0016598161309957504,0.002350813942030072,,344679
40,0.000699999975040555,0.0014136862009763718,0.001319528091698885,0.027679020538926125,353296
41,0.000699999975040555,0.0012156866723671556,0.001026417245157063,,361913
42,0.000699999975040555,0.0011912839254364371,0.0008291811682283878,,370530
43,0.000699999975040555,0.0011611375957727432,0.000853322388138622,,379147
44,0.000699999975040555,0.0011356254108250141,0.0009068971266970038,,387764
45,0.000699999975040555,0.0011180872097611427,0.0009344796417281032,,396381
46,0.000699999975040555,0.0015826146118342876,0.0008997861878015101,,404998
47,0.000699999975040555,0.0010757723357528448,0.0010573668405413628,,413615
48,0.000699999975040555,0.0010597750078886747,0.0009088621009141207,,422232
49,0.0003499999875202775,0.0005793187883682549,0.0005849829176440835,,430849
50,0.0003499999875202775,0.0005696513107977808,0.000601908948738128,0.01590801775455475,439466
51,0.0003499999875202775,0.0005553681403398514,0.0005559822311624885,,448083
52,0.0003499999875202775,0.0005455799400806427,0.0008141457219608128,,456700
53,0.0003499999875202775,0.0005353909218683839,0.0006219728384166956,,465317
54,0.0003499999875202775,0.0005311811110004783,0.0009088059305213392,,473934
55,0.0003499999875202775,0.0005223442567512393,0.0005502203712239861,,482551
56,0.0003499999875202775,0.0005137567641213536,0.0007730849902145565,,491168
57,0.0003499999875202775,0.0005097166285850108,0.0005121229914948344,,499785
58,0.0003499999875202775,0.0005036002257838845,0.0005372454761527479,,508402
59,0.0003499999875202775,0.0004986583953723311,0.0008355554309673607,,517019
60,0.0003499999875202775,0.000492010498419404,0.0005707152304239571,0.01628497987985611,525636
61,0.0003499999875202775,0.0004879398038610816,0.0004987659631296992,,534253
62,0.0003499999875202775,0.0004849973483942449,0.0006547436350956559,,542870
63,0.0003499999875202775,0.00048094839439727366,0.0006012349622324109,,551487
64,0.0003499999875202775,0.00047639975673519075,0.0004927416448481381,,560104
65,0.0003499999875202775,0.00047210115008056164,0.0004912890726700425,,568721
66,0.0003499999875202775,0.00046720533282496035,0.0005163685418665409,,577338
67,0.0003499999875202775,0.0004650113987736404,0.0005465419963002205,,585955
68,0.0003499999875202775,0.00046115400618873537,0.000492572842631489,,594572
69,0.0003499999875202775,0.0004581730463542044,0.00045690895058214664,,603189
70,0.0003499999875202775,0.00045486862654797733,0.0005818036152049899,0.016176607459783554,611806
71,0.0003499999875202775,0.0004511036677286029,0.0005218952428549528,,620423
72,0.0003499999875202775,0.0004474804736673832,0.000620845821686089,,629040
73,0.0003499999875202775,0.0004458362818695605,0.0007818838348612189,,637657
74,0.0003499999875202775,0.000441554730059579,0.0004642208223231137,,646274
75,0.0003499999875202775,0.0004420990007929504,0.00055038055870682,,654891
76,0.00017499999376013875,0.0003073176776524633,0.0005049259052611887,,663508
77,0.00017499999376013875,0.0003024707257281989,0.0004645699809771031,,672125
78,0.00017499999376013875,0.0002989558852277696,0.00039040943374857306,,680742
79,0.00017499999376013875,0.0002951509668491781,0.0004148502484895289,,689359
80,0.00017499999376013875,0.00029294181149452925,0.0003836900577880442,0.012073472142219543,697976
81,0.00017499999376013875,0.0002904204884544015,0.00037569183041341603,,706593
82,0.00017499999376013875,0.0002883230336010456,0.0003845067694783211,,715210
83,0.00017499999376013875,0.0002868114097509533,0.0004551066376734525,,723827
84,0.00017499999376013875,0.00028503846260719,0.0005180721054784954,,732444
85,0.00017499999376013875,0.0002824391995090991,0.0003874055400956422,,741061
86,0.00017499999376013875,0.0002819969959091395,0.0003762706182897091,,749678
87,0.00017499999376013875,0.00027929130010306835,0.00037058713496662676,,758295
88,0.00017499999376013875,0.0002780362847261131,0.00038419495103880763,,766912
89,0.00017499999376013875,0.0002764430537354201,0.000384787330403924,,775529
90,0.00017499999376013875,0.0002755968598648906,0.00036534052924253047,0.011495476588606834,784146
91,0.00017499999376013875,0.00027360953390598297,0.00037294512731023133,,792763
92,0.00017499999376013875,0.0002719770127441734,0.0004164885322097689,,801380
93,0.00017499999376013875,0.0002725212834775448,0.000522750720847398,,809997
94,0.00017499999376013875,0.00027068331837654114,0.0003514279378578067,,818614
95,0.00017499999376013875,0.00026842899387702346,0.0003630843129940331,,827231
96,0.00017499999376013875,0.0002672752598300576,0.00034851336386054754,,835848
97,0.00017499999376013875,0.00026564524159766734,0.0003599352785386145,,844465
98,0.00017499999376013875,0.000265002716332674,0.00038889533607289195,,853082
99,0.00017499999376013875,0.0002638895530253649,0.0003573751309886575,,861699
100,0.00017499999376013875,0.00026299571618437767,0.00037572107976302505,0.012336023151874542,870316
101,0.00017499999376013875,0.00026105373399332166,0.00037445270572789013,,878933
102,0.00017499999376013875,0.0002603899920359254,0.00038199746632017195,,887550
103,8.749999688006938e-05,0.0002147308550775051,0.00037383404560387135,,896167
104,8.749999688006938e-05,0.00021366309374570847,0.0003349565959069878,,904784
105,8.749999688006938e-05,0.00021189876133576035,0.0003234011528547853,,913401
106,8.749999688006938e-05,0.00021042791195213795,0.00031857696012593806,,922018
107,8.749999688006938e-05,0.00020950018370058388,0.00033022204297594726,,930635
108,8.749999688006938e-05,0.00020860125368926674,0.0003313651541247964,,939252
109,8.749999688006938e-05,0.00020807153487112373,0.00032707079662941396,,947869
110,8.749999688006938e-05,0.00020657798449974507,0.00032368337269872427,0.010722735896706581,956486
111,8.749999688006938e-05,0.00020594730449374765,0.0003367367316968739,,965103
112,8.749999688006938e-05,0.00020525406580418348,0.00033572822576388717,,973720
113,4.374999844003469e-05,0.00018662677030079067,0.00034699964453466237,,982337
114,4.374999844003469e-05,0.00018595770234242082,0.00030326773412525654,,990954
115,4.374999844003469e-05,0.00018529922817833722,0.0003281412646174431,,999571
116,4.374999844003469e-05,0.00018463152809999883,0.00030015860102139413,,1008188
117,4.374999844003469e-05,0.00018412587814964354,0.00030322212842293084,,1016805
118,4.374999844003469e-05,0.00018351153994444758,0.0003010922227986157,,1025422
119,4.374999844003469e-05,0.000182962859980762,0.0003100460162386298,,1034039
120,4.374999844003469e-05,0.00018236381583847106,0.0002987209882121533,0.010100502520799637,1042656
121,4.374999844003469e-05,0.0001817392767407,0.00030808112933300436,,1051273
122,4.374999844003469e-05,0.000181444309419021,0.00030764497932977974,,1059890
123,4.374999844003469e-05,0.0001807609951356426,0.0003003898891620338,,1068507
124,4.374999844003469e-05,0.0001803747145459056,0.0003000741417054087,,1077124
125,4.374999844003469e-05,0.00017999520059674978,0.00029649020871147513,,1085741
126,4.374999844003469e-05,0.00017938073142431676,0.0003065118216909468,,1094358
127,4.374999844003469e-05,0.0001790795213310048,0.0002991647634189576,,1102975
128,4.374999844003469e-05,0.00017843468231149018,0.00029368328978307545,,1111592
129,4.374999844003469e-05,0.00017805202514864504,0.0002939389960374683,,1120209
130,4.374999844003469e-05,0.00017778517212718725,0.0003235393960494548,0.011163238435983658,1128826
131,4.374999844003469e-05,0.00017717118316795677,0.00029416620964184403,,1137443
132,4.374999844003469e-05,0.00017679520533420146,0.00030464777955785394,,1146060
133,4.374999844003469e-05,0.00017632283561397344,0.0002935299417003989,,1154677
134,4.374999844003469e-05,0.00017595096142031252,0.0003295528586022556,,1163294
135,4.374999844003469e-05,0.00017550484335515648,0.00030468625482171774,,1171911
136,4.374999844003469e-05,0.00017514804494567215,0.00029258959693834186,,1180528
137,4.374999844003469e-05,0.00017472163017373532,0.0003025445621460676,,1189145
138,4.374999844003469e-05,0.00017441401723772287,0.000292304961476475,,1197762
139,4.374999844003469e-05,0.00017403767560608685,0.00028927414678037167,,1206379
140,4.374999844003469e-05,0.00017347154789604247,0.0002931879716925323,0.009911108762025833,1214996
141,4.374999844003469e-05,0.00017336767632514238,0.0003044208569917828,,1223613
142,4.374999844003469e-05,0.00017261924222111702,0.00029391891439445317,,1232230
143,4.374999844003469e-05,0.00017248804215341806,0.00029108248418197036,,1240847
144,4.374999844003469e-05,0.00017199816647917032,0.0002966643078252673,,1249464
145,4.374999844003469e-05,0.0001717147242743522,0.0002879341773223132,,1258081
146,4.374999844003469e-05,0.0001714608952170238,0.00028971696156077087,,1266698
147,4.374999844003469e-05,0.0001710553769953549,0.0002874524216167629,,1275315
148,4.374999844003469e-05,0.00017052862676791847,0.00028779872809536755,,1283932
149,4.374999844003469e-05,0.00017033301992341876,0.0003039051662199199,,1292549
150,4.374999844003469e-05,0.00016987553681246936,0.0002890616888180375,0.009874911978840828,1301166
151,4.374999844003469e-05,0.0001696804101811722,0.0002880299580283463,,1309783
152,4.374999844003469e-05,0.00016944098751991987,0.00030348688596859574,,1318400
153,4.374999844003469e-05,0.00016888427489902824,0.00029514406924135983,,1327017
154,2.1874999220017344e-05,0.0001604829594725743,0.00028112318250350654,,1335634
155,2.1874999220017344e-05,0.00016010105900932103,0.0002811996964737773,,1344251
156,2.1874999220017344e-05,0.00015990471001714468,0.00027999075246043503,,1352868
157,2.1874999220017344e-05,0.00015961111057549715,0.00027961129671894014,,1361485
158,2.1874999220017344e-05,0.00015949137741699815,0.00028778606792911887,,1370102
159,2.1874999220017344e-05,0.00015916323172859848,0.0002825967385433614,,1378719
160,2.1874999220017344e-05,0.00015903834719210863,0.0002802531234920025,0.009580414742231369,1387336
161,2.1874999220017344e-05,0.00015868619084358215,0.0002914309734478593,,1395953
162,2.1874999220017344e-05,0.00015858716506045312,0.00028123779338784516,,1404570
163,2.1874999220017344e-05,0.0001583350240252912,0.0002790375438053161,,1413187
164,2.1874999220017344e-05,0.00015814206562936306,0.0002833079488482326,,1421804
165,2.1874999220017344e-05,0.00015799138054717332,0.0002817216154653579,,1430421
166,2.1874999220017344e-05,0.00015769395395182073,0.00028349648346193135,,1439038
167,2.1874999220017344e-05,0.0001575729693286121,0.00027821672847494483,,1447655
168,2.1874999220017344e-05,0.0001573024201206863,0.00029108941089361906,,1456272
169,2.1874999220017344e-05,0.00015707941201981157,0.00027868495089933276,,1464889
170,2.1874999220017344e-05,0.0001568564330227673,0.0002779550850391388,0.00947099644690752,1473506
171,2.1874999220017344e-05,0.00015668294508941472,0.00029399996856227517,,1482123
172,2.1874999220017344e-05,0.00015650675049982965,0.00028115094755776227,,1490740
173,2.1874999220017344e-05,0.0001564232079545036,0.0002774049644358456,,1499357
174,2.1874999220017344e-05,0.00015612851711921394,0.0002763589727692306,,1507974
175,2.1874999220017344e-05,0.00015597674064338207,0.0002776812470983714,,1516591
